time, bid price, ask price, bid quantity, ask quantity, spread,
Tue Feb 11 03:45:59 2020, 9784.5, 9785.0, 1126118.0, 2023192.0, 0.5 USD,
Tue Feb 11 03:46:01 2020, 9784.5, 9785.0, 1118566.0, 2002725.0, 0.5 USD,
Tue Feb 11 03:46:03 2020, 9784.5, 9785.0, 1183817.0, 2003983.0, 0.5 USD,
Tue Feb 11 03:46:06 2020, 9784.5, 9785.0, 1204926.0, 2321390.0, 0.5 USD,
Tue Feb 11 03:46:08 2020, 9784.5, 9785.0, 1217154.0, 2070378.0, 0.5 USD,
Tue Feb 11 03:46:10 2020, 9784.5, 9785.0, 1189257.0, 2298340.0, 0.5 USD,
Tue Feb 11 03:46:12 2020, 9784.5, 9785.0, 1195918.0, 2384534.0, 0.5 USD,
Tue Feb 11 03:46:14 2020, 9784.5, 9785.0, 1207918.0, 2257610.0, 0.5 USD,
Tue Feb 11 03:46:16 2020, 9784.5, 9785.0, 1178958.0, 2414925.0, 0.5 USD,
Tue Feb 11 03:46:18 2020, 9784.5, 9785.0, 1189958.0, 2431237.0, 0.5 USD,
Tue Feb 11 03:46:20 2020, 9784.5, 9785.0, 1187928.0, 2413213.0, 0.5 USD,
Tue Feb 11 03:46:22 2020, 9784.5, 9785.0, 1234072.0, 2428563.0, 0.5 USD,
Tue Feb 11 03:46:24 2020, 9784.5, 9785.0, 860726.0, 2542135.0, 0.5 USD,
Tue Feb 11 03:46:26 2020, 9784.5, 9785.0, 262011.0, 2968665.0, 0.5 USD,
Tue Feb 11 03:46:28 2020, 9784.5, 9785.0, 205842.0, 2964152.0, 0.5 USD,
Tue Feb 11 03:46:30 2020, 9784.5, 9785.0, 205821.0, 3136326.0, 0.5 USD,
Tue Feb 11 03:46:32 2020, 9784.5, 9785.0, 201131.0, 3082641.0, 0.5 USD,
Tue Feb 11 03:46:34 2020, 9784.5, 9785.0, 477430.0, 2832907.0, 0.5 USD,
Tue Feb 11 03:46:36 2020, 9784.5, 9785.0, 1049660.0, 2709542.0, 0.5 USD,
Tue Feb 11 03:46:38 2020, 9784.5, 9785.0, 949852.0, 2613997.0, 0.5 USD,
Tue Feb 11 03:46:40 2020, 9784.5, 9785.0, 1063846.0, 2795906.0, 0.5 USD,
Tue Feb 11 03:46:42 2020, 9784.5, 9785.0, 1094013.0, 2644674.0, 0.5 USD,
Tue Feb 11 03:46:44 2020, 9784.5, 9785.0, 974338.0, 2632727.0, 0.5 USD,
Tue Feb 11 03:46:46 2020, 9784.5, 9785.0, 851698.0, 2791622.0, 0.5 USD,
Tue Feb 11 03:46:48 2020, 9784.5, 9785.0, 740688.0, 2771722.0, 0.5 USD,
Tue Feb 11 03:46:50 2020, 9784.5, 9785.0, 948175.0, 2805968.0, 0.5 USD,
Tue Feb 11 03:46:52 2020, 9784.5, 9785.0, 747175.0, 2806093.0, 0.5 USD,
Tue Feb 11 03:46:55 2020, 9784.5, 9785.0, 922156.0, 2932379.0, 0.5 USD,
Tue Feb 11 03:46:57 2020, 9784.5, 9785.0, 855895.0, 2832379.0, 0.5 USD,
Tue Feb 11 03:46:59 2020, 9784.5, 9785.0, 1055878.0, 2823097.0, 0.5 USD,
Tue Feb 11 03:47:01 2020, 9784.5, 9785.0, 956820.0, 3003097.0, 0.5 USD,
Tue Feb 11 03:47:03 2020, 9784.5, 9785.0, 1081214.0, 2683947.0, 0.5 USD,
Tue Feb 11 03:47:05 2020, 9784.5, 9785.0, 1131184.0, 2783241.0, 0.5 USD,
Tue Feb 11 03:47:07 2020, 9784.5, 9785.0, 1131367.0, 2921113.0, 0.5 USD,
Tue Feb 11 03:47:09 2020, 9784.5, 9785.0, 1131353.0, 2941353.0, 0.5 USD,
Tue Feb 11 03:47:11 2020, 9784.5, 9785.0, 1136383.0, 2960353.0, 0.5 USD,
Tue Feb 11 03:47:13 2020, 9784.5, 9785.0, 1136383.0, 2957878.0, 0.5 USD,
Tue Feb 11 03:47:15 2020, 9784.5, 9785.0, 875483.0, 3006513.0, 0.5 USD,
Tue Feb 11 03:47:17 2020, 9784.5, 9785.0, 952287.0, 3044483.0, 0.5 USD,
Tue Feb 11 03:47:19 2020, 9784.5, 9785.0, 948257.0, 3042406.0, 0.5 USD,
Tue Feb 11 03:47:21 2020, 9784.5, 9785.0, 950757.0, 2983356.0, 0.5 USD,
Tue Feb 11 03:47:23 2020, 9784.5, 9785.0, 950857.0, 2981706.0, 0.5 USD,
Tue Feb 11 03:47:25 2020, 9784.5, 9785.0, 963573.0, 2801706.0, 0.5 USD,
Tue Feb 11 03:47:27 2020, 9784.5, 9785.0, 1131627.0, 2893671.0, 0.5 USD,
Tue Feb 11 03:47:29 2020, 9784.5, 9785.0, 1131624.0, 2893637.0, 0.5 USD,
Tue Feb 11 03:47:31 2020, 9784.5, 9785.0, 1131628.0, 2903343.0, 0.5 USD,
Tue Feb 11 03:47:34 2020, 9784.5, 9785.0, 1151657.0, 2900798.0, 0.5 USD,
Tue Feb 11 03:47:36 2020, 9784.5, 9785.0, 1169687.0, 2900798.0, 0.5 USD,
Tue Feb 11 03:47:38 2020, 9784.5, 9785.0, 1169757.0, 2986698.0, 0.5 USD,
Tue Feb 11 03:47:40 2020, 9784.5, 9785.0, 1143757.0, 2977698.0, 0.5 USD,
Tue Feb 11 03:47:42 2020, 9784.5, 9785.0, 1163757.0, 2983234.0, 0.5 USD,
Tue Feb 11 03:47:44 2020, 9784.5, 9785.0, 1162757.0, 2980184.0, 0.5 USD,
Tue Feb 11 03:47:46 2020, 9784.5, 9785.0, 1162757.0, 2954612.0, 0.5 USD,
Tue Feb 11 03:47:48 2020, 9784.5, 9785.0, 931757.0, 3051182.0, 0.5 USD,
Tue Feb 11 03:47:50 2020, 9784.5, 9785.0, 907618.0, 2778143.0, 0.5 USD,
Tue Feb 11 03:47:52 2020, 9784.5, 9785.0, 567279.0, 2710137.0, 0.5 USD,
Tue Feb 11 03:47:54 2020, 9784.5, 9785.0, 662934.0, 2653233.0, 0.5 USD,
Tue Feb 11 03:47:56 2020, 9784.5, 9785.0, 641952.0, 2930033.0, 0.5 USD,
Tue Feb 11 03:47:58 2020, 9784.5, 9785.0, 535955.0, 2948133.0, 0.5 USD,
Tue Feb 11 03:48:00 2020, 9784.5, 9785.0, 635985.0, 2917561.0, 0.5 USD,
Tue Feb 11 03:48:02 2020, 9784.5, 9785.0, 636601.0, 2934061.0, 0.5 USD,
Tue Feb 11 03:48:04 2020, 9784.5, 9785.0, 673261.0, 2917425.0, 0.5 USD,
Tue Feb 11 03:48:06 2020, 9784.5, 9785.0, 447291.0, 2930554.0, 0.5 USD,
Tue Feb 11 03:48:08 2020, 9784.5, 9785.0, 569152.0, 2982388.0, 0.5 USD,
Tue Feb 11 03:48:10 2020, 9784.5, 9785.0, 666413.0, 2949569.0, 0.5 USD,
Tue Feb 11 03:48:12 2020, 9784.5, 9785.0, 665425.0, 2889368.0, 0.5 USD,
Tue Feb 11 03:48:14 2020, 9784.5, 9785.0, 665427.0, 2784368.0, 0.5 USD,
Tue Feb 11 03:48:16 2020, 9784.5, 9785.0, 1626432.0, 2741134.0, 0.5 USD,
Tue Feb 11 03:48:18 2020, 9784.5, 9785.0, 1616352.0, 2731908.0, 0.5 USD,
Tue Feb 11 03:48:20 2020, 9784.5, 9785.0, 1653352.0, 2701929.0, 0.5 USD,
Tue Feb 11 03:48:22 2020, 9784.5, 9785.0, 1644977.0, 2741240.0, 0.5 USD,
Tue Feb 11 03:48:24 2020, 9784.5, 9785.0, 1679044.0, 2654480.0, 0.5 USD,
Tue Feb 11 03:48:27 2020, 9784.5, 9785.0, 1143726.0, 2714644.0, 0.5 USD,
Tue Feb 11 03:48:29 2020, 9784.5, 9785.0, 1196922.0, 2723461.0, 0.5 USD,
Tue Feb 11 03:48:31 2020, 9784.5, 9785.0, 862706.0, 3090835.0, 0.5 USD,
Tue Feb 11 03:48:33 2020, 9784.5, 9785.0, 1123705.0, 3114231.0, 0.5 USD,
Tue Feb 11 03:48:35 2020, 9784.5, 9785.0, 1123953.0, 3065770.0, 0.5 USD,
Tue Feb 11 03:48:37 2020, 9784.5, 9785.0, 1144374.0, 2937380.0, 0.5 USD,
Tue Feb 11 03:48:39 2020, 9784.5, 9785.0, 1120379.0, 2719296.0, 0.5 USD,
Tue Feb 11 03:48:41 2020, 9784.5, 9785.0, 1071401.0, 2713860.0, 0.5 USD,
Tue Feb 11 03:48:43 2020, 9784.5, 9785.0, 1631277.0, 1354380.0, 0.5 USD,
Tue Feb 11 03:48:45 2020, 9784.5, 9785.0, 1622507.0, 1277724.0, 0.5 USD,
Tue Feb 11 03:48:48 2020, 9784.5, 9785.0, 1634508.0, 976480.0, 0.5 USD,
Tue Feb 11 03:48:50 2020, 9784.5, 9785.0, 1634538.0, 987932.0, 0.5 USD,
Tue Feb 11 03:48:52 2020, 9784.5, 9785.0, 1640508.0, 930013.0, 0.5 USD,
Tue Feb 11 03:48:54 2020, 9784.5, 9785.0, 1747209.0, 900002.0, 0.5 USD,
Tue Feb 11 03:48:56 2020, 9784.5, 9785.0, 1809195.0, 890193.0, 0.5 USD,
Tue Feb 11 03:48:58 2020, 9784.5, 9785.0, 1766195.0, 909543.0, 0.5 USD,
Tue Feb 11 03:49:00 2020, 9784.5, 9785.0, 1773007.0, 937324.0, 0.5 USD,
Tue Feb 11 03:49:02 2020, 9784.5, 9785.0, 1783057.0, 906403.0, 0.5 USD,
Tue Feb 11 03:49:04 2020, 9784.5, 9785.0, 1753077.0, 975486.0, 0.5 USD,
Tue Feb 11 03:49:06 2020, 9784.5, 9785.0, 1757890.0, 1006062.0, 0.5 USD,
Tue Feb 11 03:49:08 2020, 9784.5, 9785.0, 925641.0, 2290187.0, 0.5 USD,
Tue Feb 11 03:49:10 2020, 9784.5, 9785.0, 893362.0, 2853605.0, 0.5 USD,
Tue Feb 11 03:49:12 2020, 9784.5, 9785.0, 903637.0, 2942690.0, 0.5 USD,
Tue Feb 11 03:49:14 2020, 9784.5, 9785.0, 1156636.0, 2508681.0, 0.5 USD,
Tue Feb 11 03:49:16 2020, 9784.5, 9785.0, 1132636.0, 2383941.0, 0.5 USD,
Tue Feb 11 03:49:18 2020, 9784.5, 9785.0, 1076648.0, 2770776.0, 0.5 USD,
Tue Feb 11 03:49:20 2020, 9784.5, 9785.0, 1037248.0, 2633912.0, 0.5 USD,
Tue Feb 11 03:49:22 2020, 9784.5, 9785.0, 1017557.0, 2633887.0, 0.5 USD,
Tue Feb 11 03:49:24 2020, 9784.5, 9785.0, 997587.0, 2639012.0, 0.5 USD,
Tue Feb 11 03:49:27 2020, 9784.5, 9785.0, 1002244.0, 2743025.0, 0.5 USD,
Tue Feb 11 03:49:29 2020, 9784.5, 9785.0, 335981.0, 3371771.0, 0.5 USD,
Tue Feb 11 03:49:31 2020, 9784.5, 9785.0, 225981.0, 3400801.0, 0.5 USD,
Tue Feb 11 03:49:33 2020, 9784.5, 9785.0, 221011.0, 3417200.0, 0.5 USD,
Tue Feb 11 03:49:35 2020, 9784.5, 9785.0, 221081.0, 3299050.0, 0.5 USD,
Tue Feb 11 03:49:37 2020, 9784.5, 9785.0, 221091.0, 3299073.0, 0.5 USD,
Tue Feb 11 03:49:39 2020, 9784.5, 9785.0, 218721.0, 3085143.0, 0.5 USD,
Tue Feb 11 03:49:41 2020, 9784.5, 9785.0, 689751.0, 2778048.0, 0.5 USD,
Tue Feb 11 03:49:43 2020, 9784.5, 9785.0, 1195773.0, 3007056.0, 0.5 USD,
Tue Feb 11 03:49:45 2020, 9784.5, 9785.0, 619946.0, 3007056.0, 0.5 USD,
Tue Feb 11 03:49:47 2020, 9784.5, 9785.0, 560954.0, 2959156.0, 0.5 USD,
Tue Feb 11 03:49:49 2020, 9784.5, 9785.0, 591921.0, 2814156.0, 0.5 USD,
Tue Feb 11 03:49:51 2020, 9784.5, 9785.0, 591951.0, 2822256.0, 0.5 USD,
Tue Feb 11 03:49:53 2020, 9784.5, 9785.0, 585924.0, 2801756.0, 0.5 USD,
Tue Feb 11 03:49:55 2020, 9784.5, 9785.0, 592921.0, 3041556.0, 0.5 USD,
Tue Feb 11 03:49:58 2020, 9784.5, 9785.0, 592451.0, 3091556.0, 0.5 USD,
Tue Feb 11 03:50:00 2020, 9784.5, 9785.0, 581425.0, 3095852.0, 0.5 USD,
Tue Feb 11 03:50:02 2020, 9784.5, 9785.0, 641965.0, 3111529.0, 0.5 USD,
Tue Feb 11 03:50:04 2020, 9784.5, 9785.0, 640980.0, 3082950.0, 0.5 USD,
Tue Feb 11 03:50:06 2020, 9784.5, 9785.0, 641008.0, 3093866.0, 0.5 USD,
Tue Feb 11 03:50:08 2020, 9784.5, 9785.0, 507888.0, 3256528.0, 0.5 USD,
Tue Feb 11 03:50:10 2020, 9784.5, 9785.0, 599388.0, 3263204.0, 0.5 USD,
Tue Feb 11 03:50:12 2020, 9784.5, 9785.0, 622969.0, 3183432.0, 0.5 USD,
Tue Feb 11 03:50:14 2020, 9784.5, 9785.0, 622968.0, 3188912.0, 0.5 USD,
Tue Feb 11 03:50:16 2020, 9784.5, 9785.0, 654036.0, 3157019.0, 0.5 USD,
Tue Feb 11 03:50:18 2020, 9784.5, 9785.0, 653910.0, 3189808.0, 0.5 USD,
Tue Feb 11 03:50:20 2020, 9784.5, 9785.0, 623136.0, 3141784.0, 0.5 USD,
Tue Feb 11 03:50:22 2020, 9784.5, 9785.0, 614268.0, 3141833.0, 0.5 USD,
Tue Feb 11 03:50:24 2020, 9784.5, 9785.0, 614308.0, 3141843.0, 0.5 USD,
Tue Feb 11 03:50:26 2020, 9784.5, 9785.0, 473657.0, 3431050.0, 0.5 USD,
Tue Feb 11 03:50:28 2020, 9784.5, 9785.0, 522127.0, 3474222.0, 0.5 USD,
Tue Feb 11 03:50:30 2020, 9784.5, 9785.0, 490127.0, 3459222.0, 0.5 USD,
Tue Feb 11 03:50:32 2020, 9784.5, 9785.0, 597127.0, 3408505.0, 0.5 USD,
Tue Feb 11 03:50:34 2020, 9784.5, 9785.0, 596167.0, 3369151.0, 0.5 USD,
Tue Feb 11 03:50:36 2020, 9784.5, 9785.0, 595667.0, 3305151.0, 0.5 USD,
Tue Feb 11 03:50:38 2020, 9784.5, 9785.0, 737697.0, 3321865.0, 0.5 USD,
Tue Feb 11 03:50:40 2020, 9784.5, 9785.0, 598269.0, 3340971.0, 0.5 USD,
Tue Feb 11 03:50:42 2020, 9784.5, 9785.0, 598673.0, 3323871.0, 0.5 USD,
Tue Feb 11 03:50:44 2020, 9784.5, 9785.0, 482863.0, 3338845.0, 0.5 USD,
Tue Feb 11 03:50:46 2020, 9784.5, 9785.0, 482863.0, 3338845.0, 0.5 USD,
Tue Feb 11 03:50:48 2020, 9784.5, 9785.0, 450760.0, 3391856.0, 0.5 USD,
Tue Feb 11 03:50:50 2020, 9784.5, 9785.0, 574660.0, 3369805.0, 0.5 USD,
Tue Feb 11 03:50:52 2020, 9784.5, 9785.0, 518563.0, 3309169.0, 0.5 USD,
Tue Feb 11 03:50:55 2020, 9784.5, 9785.0, 518563.0, 3311055.0, 0.5 USD,
Tue Feb 11 03:50:57 2020, 9784.5, 9785.0, 524560.0, 3321190.0, 0.5 USD,
Tue Feb 11 03:50:59 2020, 9784.5, 9785.0, 807370.0, 3229115.0, 0.5 USD,
Tue Feb 11 03:51:01 2020, 9784.5, 9785.0, 801979.0, 3221115.0, 0.5 USD,
Tue Feb 11 03:51:03 2020, 9784.5, 9785.0, 801183.0, 3305165.0, 0.5 USD,
Tue Feb 11 03:51:05 2020, 9784.5, 9785.0, 799683.0, 3305848.0, 0.5 USD,
Tue Feb 11 03:51:07 2020, 9784.5, 9785.0, 804801.0, 3306848.0, 0.5 USD,
Tue Feb 11 03:51:09 2020, 9784.5, 9785.0, 804872.0, 3319169.0, 0.5 USD,
Tue Feb 11 03:51:11 2020, 9784.5, 9785.0, 804834.0, 3318969.0, 0.5 USD,
Tue Feb 11 03:51:13 2020, 9784.5, 9785.0, 804862.0, 3281309.0, 0.5 USD,
Tue Feb 11 03:51:15 2020, 9784.5, 9785.0, 804862.0, 3273109.0, 0.5 USD,
Tue Feb 11 03:51:17 2020, 9784.5, 9785.0, 790862.0, 3235009.0, 0.5 USD,
Tue Feb 11 03:51:19 2020, 9784.5, 9785.0, 790827.0, 3234909.0, 0.5 USD,
Tue Feb 11 03:51:21 2020, 9784.5, 9785.0, 785608.0, 3494584.0, 0.5 USD,
Tue Feb 11 03:51:23 2020, 9784.5, 9785.0, 785607.0, 3518974.0, 0.5 USD,
Tue Feb 11 03:51:25 2020, 9784.5, 9785.0, 785606.0, 3468474.0, 0.5 USD,
Tue Feb 11 03:51:27 2020, 9784.5, 9785.0, 785606.0, 3459274.0, 0.5 USD,
Tue Feb 11 03:51:29 2020, 9784.5, 9785.0, 829485.0, 3470419.0, 0.5 USD,
Tue Feb 11 03:51:31 2020, 9784.5, 9785.0, 1978956.0, 2996768.0, 0.5 USD,
Tue Feb 11 03:51:33 2020, 9784.5, 9785.0, 1982323.0, 2739376.0, 0.5 USD,
Tue Feb 11 03:51:35 2020, 9784.5, 9785.0, 1973274.0, 2804524.0, 0.5 USD,
Tue Feb 11 03:51:37 2020, 9784.5, 9785.0, 1978010.0, 2803549.0, 0.5 USD,
Tue Feb 11 03:51:40 2020, 9784.5, 9785.0, 1978010.0, 2801449.0, 0.5 USD,
Tue Feb 11 03:51:42 2020, 9784.5, 9785.0, 1932990.0, 3124647.0, 0.5 USD,
Tue Feb 11 03:51:44 2020, 9784.5, 9785.0, 1932960.0, 3127164.0, 0.5 USD,
Tue Feb 11 03:51:46 2020, 9784.5, 9785.0, 1239479.0, 3209460.0, 0.5 USD,
Tue Feb 11 03:51:48 2020, 9784.5, 9785.0, 1236477.0, 3046926.0, 0.5 USD,
Tue Feb 11 03:51:50 2020, 9784.5, 9785.0, 1236477.0, 3006826.0, 0.5 USD,
Tue Feb 11 03:51:52 2020, 9784.5, 9785.0, 724577.0, 3163115.0, 0.5 USD,
Tue Feb 11 03:51:54 2020, 9784.5, 9785.0, 613500.0, 3106250.0, 0.5 USD,
Tue Feb 11 03:51:56 2020, 9784.5, 9785.0, 607548.0, 3204512.0, 0.5 USD,
Tue Feb 11 03:51:58 2020, 9784.5, 9785.0, 607578.0, 3474727.0, 0.5 USD,
Tue Feb 11 03:52:00 2020, 9784.5, 9785.0, 595678.0, 3454525.0, 0.5 USD,
Tue Feb 11 03:52:02 2020, 9784.5, 9785.0, 607567.0, 3161868.0, 0.5 USD,
Tue Feb 11 03:52:04 2020, 9784.5, 9785.0, 607678.0, 3164362.0, 0.5 USD,
Tue Feb 11 03:52:06 2020, 9784.5, 9785.0, 607650.0, 3183489.0, 0.5 USD,
Tue Feb 11 03:52:08 2020, 9784.5, 9785.0, 607664.0, 3196463.0, 0.5 USD,
Tue Feb 11 03:52:10 2020, 9784.5, 9785.0, 607624.0, 3771794.0, 0.5 USD,
Tue Feb 11 03:52:12 2020, 9784.5, 9785.0, 744654.0, 3781794.0, 0.5 USD,
Tue Feb 11 03:52:14 2020, 9784.5, 9785.0, 744624.0, 3497387.0, 0.5 USD,
Tue Feb 11 03:52:16 2020, 9784.5, 9785.0, 944511.0, 3487387.0, 0.5 USD,
Tue Feb 11 03:52:18 2020, 9784.5, 9785.0, 744411.0, 3433170.0, 0.5 USD,
Tue Feb 11 03:52:20 2020, 9784.5, 9785.0, 744181.0, 3588170.0, 0.5 USD,
Tue Feb 11 03:52:22 2020, 9784.0, 9784.5, 126155.0, 1834910.0, 0.5 USD,
Tue Feb 11 03:52:24 2020, 9781.0, 9781.5, 78729.0, 5305566.0, 0.5 USD,
Tue Feb 11 03:52:27 2020, 9781.0, 9781.5, 109271.0, 3531937.0, 0.5 USD,
Tue Feb 11 03:52:29 2020, 9781.0, 9781.5, 61760.0, 3710620.0, 0.5 USD,
Tue Feb 11 03:52:31 2020, 9781.0, 9781.5, 52065.0, 3774001.0, 0.5 USD,
Tue Feb 11 03:52:33 2020, 9780.0, 9780.5, 26432.0, 3767434.0, 0.5 USD,
Tue Feb 11 03:52:35 2020, 9780.0, 9780.5, 11151.0, 4207160.0, 0.5 USD,
Tue Feb 11 03:52:37 2020, 9779.5, 9780.0, 5534.0, 2966170.0, 0.5 USD,
Tue Feb 11 03:52:39 2020, 9778.5, 9779.0, 117210.0, 2729740.0, 0.5 USD,
Tue Feb 11 03:52:41 2020, 9778.5, 9779.0, 117118.0, 2879257.0, 0.5 USD,
Tue Feb 11 03:52:43 2020, 9778.5, 9779.0, 117337.0, 2920130.0, 0.5 USD,
Tue Feb 11 03:52:45 2020, 9778.5, 9779.0, 153170.0, 2615130.0, 0.5 USD,
Tue Feb 11 03:52:47 2020, 9778.5, 9779.0, 157165.0, 2719718.0, 0.5 USD,
Tue Feb 11 03:52:49 2020, 9778.5, 9779.0, 157265.0, 2417263.0, 0.5 USD,
Tue Feb 11 03:52:51 2020, 9778.5, 9779.0, 139235.0, 2516558.0, 0.5 USD,
Tue Feb 11 03:52:53 2020, 9778.5, 9779.0, 141062.0, 2575041.0, 0.5 USD,
Tue Feb 11 03:52:55 2020, 9778.5, 9779.0, 140932.0, 2995040.0, 0.5 USD,
Tue Feb 11 03:52:57 2020, 9778.5, 9779.0, 141432.0, 2999067.0, 0.5 USD,
Tue Feb 11 03:52:59 2020, 9778.5, 9779.0, 141432.0, 3219592.0, 0.5 USD,
Tue Feb 11 03:53:01 2020, 9778.5, 9779.0, 141878.0, 3210757.0, 0.5 USD,
Tue Feb 11 03:53:03 2020, 9778.5, 9779.0, 127118.0, 3188757.0, 0.5 USD,
Tue Feb 11 03:53:05 2020, 9778.5, 9779.0, 127146.0, 3257001.0, 0.5 USD,
Tue Feb 11 03:53:07 2020, 9778.5, 9779.0, 127046.0, 3221369.0, 0.5 USD,
Tue Feb 11 03:53:09 2020, 9778.5, 9779.0, 138546.0, 3242327.0, 0.5 USD,
Tue Feb 11 03:53:11 2020, 9778.5, 9779.0, 136127.0, 3342369.0, 0.5 USD,
Tue Feb 11 03:53:14 2020, 9778.5, 9779.0, 136280.0, 3335914.0, 0.5 USD,
Tue Feb 11 03:53:16 2020, 9778.5, 9779.0, 114280.0, 3334907.0, 0.5 USD,
Tue Feb 11 03:53:18 2020, 9778.5, 9779.0, 111776.0, 3296074.0, 0.5 USD,
Tue Feb 11 03:53:20 2020, 9778.5, 9779.0, 117775.0, 3252098.0, 0.5 USD,
Tue Feb 11 03:53:22 2020, 9778.5, 9779.0, 127770.0, 3333331.0, 0.5 USD,
Tue Feb 11 03:53:24 2020, 9778.0, 9778.5, 5499.0, 3395750.0, 0.5 USD,
Tue Feb 11 03:53:26 2020, 9777.5, 9778.0, 122682.0, 2839996.0, 0.5 USD,
Tue Feb 11 03:53:28 2020, 9777.5, 9778.0, 122678.0, 2987067.0, 0.5 USD,
Tue Feb 11 03:53:30 2020, 9777.5, 9778.0, 122679.0, 3014880.0, 0.5 USD,
Tue Feb 11 03:53:32 2020, 9777.0, 9777.5, 257505.0, 3120675.0, 0.5 USD,
Tue Feb 11 03:53:34 2020, 9777.0, 9777.5, 107240.0, 3380386.0, 0.5 USD,
Tue Feb 11 03:53:36 2020, 9777.0, 9777.5, 84204.0, 3796373.0, 0.5 USD,
Tue Feb 11 03:53:38 2020, 9777.0, 9777.5, 194792.0, 3766407.0, 0.5 USD,
Tue Feb 11 03:53:40 2020, 9777.0, 9777.5, 187936.0, 3757753.0, 0.5 USD,
Tue Feb 11 03:53:42 2020, 9777.0, 9777.5, 188966.0, 3780791.0, 0.5 USD,
Tue Feb 11 03:53:44 2020, 9777.0, 9777.5, 189016.0, 3797901.0, 0.5 USD,
Tue Feb 11 03:53:46 2020, 9777.0, 9777.5, 88114.0, 3683943.0, 0.5 USD,
Tue Feb 11 03:53:48 2020, 9777.0, 9777.5, 197674.0, 3684879.0, 0.5 USD,
Tue Feb 11 03:53:50 2020, 9777.0, 9777.5, 197668.0, 3663943.0, 0.5 USD,
Tue Feb 11 03:53:52 2020, 9777.0, 9777.5, 198290.0, 3613942.0, 0.5 USD,
Tue Feb 11 03:53:54 2020, 9777.0, 9777.5, 198260.0, 3585626.0, 0.5 USD,
Tue Feb 11 03:53:56 2020, 9777.0, 9777.5, 198472.0, 3510950.0, 0.5 USD,
Tue Feb 11 03:53:58 2020, 9777.0, 9777.5, 225572.0, 3378117.0, 0.5 USD,
Tue Feb 11 03:54:00 2020, 9777.0, 9777.5, 943801.0, 3243415.0, 0.5 USD,
Tue Feb 11 03:54:02 2020, 9777.0, 9777.5, 840942.0, 3518504.0, 0.5 USD,
Tue Feb 11 03:54:05 2020, 9777.0, 9777.5, 843140.0, 3530533.0, 0.5 USD,
Tue Feb 11 03:54:07 2020, 9777.0, 9777.5, 843537.0, 3569747.0, 0.5 USD,
Tue Feb 11 03:54:09 2020, 9777.0, 9777.5, 843615.0, 3149502.0, 0.5 USD,
Tue Feb 11 03:54:11 2020, 9777.0, 9777.5, 837254.0, 3152547.0, 0.5 USD,
Tue Feb 11 03:54:13 2020, 9777.0, 9777.5, 837280.0, 3144733.0, 0.5 USD,
Tue Feb 11 03:54:15 2020, 9777.0, 9777.5, 837730.0, 3265256.0, 0.5 USD,
Tue Feb 11 03:54:17 2020, 9777.0, 9777.5, 855326.0, 3214684.0, 0.5 USD,
Tue Feb 11 03:54:19 2020, 9777.0, 9777.5, 802127.0, 3214719.0, 0.5 USD,
Tue Feb 11 03:54:21 2020, 9777.0, 9777.5, 1148649.0, 3167639.0, 0.5 USD,
Tue Feb 11 03:54:23 2020, 9777.0, 9777.5, 1003795.0, 3243689.0, 0.5 USD,
Tue Feb 11 03:54:25 2020, 9777.0, 9777.5, 911793.0, 3463689.0, 0.5 USD,
Tue Feb 11 03:54:27 2020, 9777.0, 9777.5, 935789.0, 3453889.0, 0.5 USD,
Tue Feb 11 03:54:29 2020, 9777.0, 9777.5, 935786.0, 3453889.0, 0.5 USD,
Tue Feb 11 03:54:31 2020, 9777.0, 9777.5, 938783.0, 3460789.0, 0.5 USD,
Tue Feb 11 03:54:33 2020, 9777.0, 9777.5, 900938.0, 3591341.0, 0.5 USD,
Tue Feb 11 03:54:35 2020, 9777.0, 9777.5, 925004.0, 3581381.0, 0.5 USD,
Tue Feb 11 03:54:37 2020, 9777.0, 9777.5, 1003004.0, 3608883.0, 0.5 USD,
Tue Feb 11 03:54:39 2020, 9777.0, 9777.5, 1026695.0, 3462578.0, 0.5 USD,
Tue Feb 11 03:54:41 2020, 9777.0, 9777.5, 1026155.0, 3458605.0, 0.5 USD,
Tue Feb 11 03:54:43 2020, 9777.0, 9777.5, 1003155.0, 3468505.0, 0.5 USD,
Tue Feb 11 03:54:45 2020, 9777.0, 9777.5, 1005155.0, 3464242.0, 0.5 USD,
Tue Feb 11 03:54:47 2020, 9777.0, 9777.5, 926706.0, 3546197.0, 0.5 USD,
Tue Feb 11 03:54:49 2020, 9777.0, 9777.5, 927483.0, 3694743.0, 0.5 USD,
Tue Feb 11 03:54:51 2020, 9777.0, 9777.5, 2116582.0, 2880587.0, 0.5 USD,
Tue Feb 11 03:54:53 2020, 9777.0, 9777.5, 2228585.0, 1212686.0, 0.5 USD,
Tue Feb 11 03:54:55 2020, 9777.0, 9777.5, 2210807.0, 1250752.0, 0.5 USD,
Tue Feb 11 03:54:57 2020, 9777.0, 9777.5, 1821869.0, 1460658.0, 0.5 USD,
Tue Feb 11 03:55:00 2020, 9777.0, 9777.5, 1821980.0, 1490018.0, 0.5 USD,
Tue Feb 11 03:55:02 2020, 9777.0, 9777.5, 1759088.0, 1643219.0, 0.5 USD,
Tue Feb 11 03:55:04 2020, 9777.0, 9777.5, 1367614.0, 3077031.0, 0.5 USD,
